sample,FG001,FG002,FG003,FG004,FG005,FG006,FG007,FG009,FG010,FG011,FG013,FG014,FG015,FG016,FG017,FG018,FG019,FG021,FG024,FG026,FG027,FG031,FG032,FG033,FG034,FG035,FG100_B,FG101_B,FG102_B,FG103_B,FG104_B,FG106,FG107,FG108,FG109,FG111,FG201,FG202,FG203,FG204,FG205,FG206,FG207,FG209,FG210,FG211,FG212,Q314,Q316,Q318,Q323,Q324,Q325,Q326,Q330,Q332,Q334,Q338,Q339,Q347,Q351,Q352,Q353,Q354,Q355,Q356
15140,0000,1011,0808,0202,0808,1010,0208,0000,0202,0808,0000,0202,0606,0000,0303,0808,0000,0202,0202,0202,0808,0000,0808,0909,0202,0209,0208,0202,0000,0808,0808,0606,0808,0808,0202,0202,0212,0808,0808,0508,0808,0203,0202,0202,0102,1010,0808,0202,0808,0404,0808,0810,0808,0810,0808,0606,0707,0808,0202,0808,0808,1010,0000,0000,0708,0707
15144,0000,0000,0000,0307,0709,0909,0109,0909,0909,0709,0707,0309,0107,0909,0107,0309,0909,0909,0307,0909,0307,0909,0909,0000,0707,0909,0000,0407,0707,0109,0909,0707,0707,0000,0707,0000,0101,0309,0000,0309,0707,0000,0303,0000,0000,0709,0707,0000,0707,0709,0309,0101,0909,0101,0909,0309,0000,0707,0309,0409,0000,0101,0707,0304,0909,0709
15145,1621,2121,0000,1617,1621,1621,1621,1616,0000,1616,1621,0925,1617,2121,0000,1621,0000,1616,0000,1921,2121,0000,2121,1921,1621,1621,1621,0000,1616,2222,0716,2021,1624,2121,2125,1616,1616,0116,2121,1621,2125,1021,0000,0808,1616,1426,1621,2121,0621,1625,2121,0000,0000,1216,2121,2126,1523,0000,0000,1616,1725,1321,0000,1616,0316,1621
15148,0202,0202,0000,0206,0202,0202,0202,0202,0202,0505,0202,0202,0202,0202,0206,0202,0202,0205,0202,0202,0202,0205,0202,0202,0607,0205,0205,0205,0207,0207,0202,0202,0202,0606,0202,0203,0202,0205,0205,0205,0206,0202,0205,0202,0205,0102,0202,0202,0202,0207,0202,0206,0202,0202,0505,0204,0202,0202,0202,0202,0202,0205,0202,0202,0202,0202
15150,0809,0101,0809,0808,0909,0909,0909,0909,0808,0809,0909,0809,0909,0909,0303,0909,0101,0509,0606,0808,0809,0909,0000,0707,0000,0909,0309,0909,0410,0707,0808,0909,0809,0909,0909,0909,0808,0909,0209,0913,0809,0000,0909,0809,0909,0910,0909,0612,0000,0909,0911,0609,0909,0909,0909,0909,0303,0909,0309,0309,0809,0000,0606,0000,0810,0909
15158,0609,0000,0909,0000,0914,0709,0909,0909,0000,0000,0909,0909,0909,0909,0909,0909,0809,0909,0909,0109,0512,0909,0909,0909,0909,0000,0914,0000,0707,0909,0209,0909,0303,0909,0909,0910,0909,1111,0809,0909,0909,0909,0909,0909,0909,0909,0707,0909,0909,0909,0909,0509,0911,0000,0914,0000,0909,0909,1313,0909,0909,0000,0909,0909,0000,0909
15159,0404,0404,0404,0404,0304,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0204,0407,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0407,0406,0404,0404,0204,0404,0404,0204,0407,0404,0404,0404,0404,0404,0404,0405,0404,0404,0404,0404,0404,0104,0404,0404,0408,0404,0404,0404,0404,0407,0404,0000,0404,0404,0404
15175,0505,0512,0512,0505,0812,0512,0912,0000,0000,0512,0305,0505,0000,0505,0512,0505,0512,0000,0000,0505,0909,0505,0000,0512,0000,0000,0505,1616,0512,0510,0505,0512,0000,1212,0512,1212,0505,0512,1116,0000,0512,0412,0000,0000,0512,0505,1212,0505,0507,1416,0212,0505,1212,1216,0505,0505,0506,0505,0000,0000,0505,1212,0000,0512,0512,0505
15177,0303,0000,0303,0404,0303,0303,0304,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0304,0303,0303,0303,0303,0303,0304,0303,0305,0303,0303,0000,0404,0303,0303,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0304,0303,0303,0303,0303,0303,0203,0203,0303,0303,0000,0303,0304,0304,0303,0303,0303,0303,0303,0303,0303
15179,0505,0000,0909,0000,0404,0909,0404,1111,0404,0909,0404,0409,0000,0404,0000,0404,0000,0409,0409,0909,0404,0404,0404,0404,0404,0505,0404,0000,0404,0606,0405,0909,0909,0000,0404,0404,0505,0909,0505,0000,0909,0405,0404,0404,0505,0404,0404,0409,0409,0405,0404,0410,0909,0000,0404,0909,0409,0404,0000,0404,0404,0104,0404,0202,0000,0000
15180,0707,0407,0710,0707,0707,0707,0707,0407,0716,0000,0712,0710,0407,0712,0707,0707,0707,0710,0000,0707,0404,0407,0710,0407,0707,0716,0404,0710,0410,1616,0707,0000,0710,0207,0707,0712,0406,0715,0707,0410,0716,0407,0707,0107,0716,0407,0712,0710,0608,0707,0710,0304,0710,0000,0000,0707,0412,0707,0710,0707,0707,0000,0709,0710,1212,0707
15181,0303,0305,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0304,0303,0303,0203,0303,0303,0304,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0304,0303,0303,0103,0303,0303,0303,0303,0303
15182,2222,1414,0000,1414,0000,0000,1416,1422,0120,2525,1414,0716,0000,2121,0000,1416,1422,0000,0000,2222,0000,1425,2020,2525,1414,0909,2525,2225,1014,1119,1424,2525,1414,0000,1414,1522,1422,2222,1421,2727,0613,1725,0000,0214,0222,1818,1422,2228,1414,2525,0000,0214,0812,1414,0625,0225,1425,1414,0514,1818,2828,0314,1516,0101,0820,2326
15184,0404,0404,0404,0404,0404,0404,0404,0404,0000,0404,0404,0404,0404,0404,0204,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0204,0404,0404,0204,0404,0404,0404,0404,0404,0204,0404,0404,0204,0404,0404,0404,0404,0404,0404,0104,0404,0404,0404,0204,0000,0404,0204,0404,0204,0404,0104,0404,0404,0404,0405,0304,0404
15185,0808,0813,0808,0508,0808,0808,0808,0808,0608,0808,0415,0108,0808,0108,0508,0808,0813,0808,0808,0404,0508,0808,0000,0815,0208,0202,0808,0808,0808,0808,0508,0808,0808,0808,0408,0000,0808,0708,0808,0808,0808,0406,1313,0812,0508,0608,0808,0808,0508,0506,0808,0808,0000,0810,0808,0406,0808,0608,0808,0811,0606,0408,0000,0808,0815,0514
15188,0000,1522,1520,0000,0415,2525,0000,0315,1515,0000,1515,1415,1515,1515,1515,1515,1515,0515,1515,1515,1315,1515,1515,2727,1415,0707,1522,0000,1515,1515,0415,0404,1515,0724,0109,1515,1526,1515,1523,1415,1115,1515,0515,1818,0819,0215,1515,0505,1115,1515,2121,1516,1215,1515,2020,2323,1515,1515,1515,1522,1010,0815,0000,0615,1515,0000
15190,0000,0606,0606,0606,0606,1212,0606,0606,1111,0000,0306,1414,0606,1111,1113,0606,0606,0606,0000,0606,0611,0606,0606,0611,1111,0606,0606,0606,0611,0606,0606,0000,0613,0413,0613,0615,0606,1212,0606,0506,0808,0606,0606,0606,0909,1111,0606,0606,0606,1212,0606,1111,0000,1313,0606,0606,1212,0611,1111,0611,0606,0606,0606,0606,0606,0606
15194,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0204,0404,0404,0404,0404,0404,0404,0404,0000,0404,0404,0404,0404,0404,0404,0104,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0304,0404,0204,0404,0404
15206,0606,0606,0606,0608,0606,0506,0106,0606,0506,0606,0606,0606,0506,0606,0606,0606,0606,0606,0606,0606,0606,0606,0505,0305,0606,0000,0606,0606,0606,0606,0606,0606,0606,0506,0606,0606,0606,0506,0606,0606,0606,0105,0606,0108,0205,0606,0606,0606,0606,0406,0606,0506,0606,0607,0606,0608,0606,0606,0606,0606,0606,0606,0606,0506,0606,0606
15207,0606,0606,0606,0106,0406,0606,0606,0000,0606,0206,0606,0204,0606,0406,0606,0606,0606,0606,0606,0206,0206,0606,0406,0406,0606,0606,0606,0406,0606,0406,0306,0606,0406,0206,0606,0606,0406,0406,0106,0106,0206,0406,0606,0606,0606,0406,0406,0106,0606,0606,0606,0606,0106,0606,0206,0606,0204,0606,0106,0406,0606,0606,0102,0606,0206,0606
15208,0000,1113,1113,1313,0111,1313,0713,0613,1313,1313,1113,1115,1113,1113,1313,1313,0000,1313,0000,1313,1013,1313,0413,1313,1313,0411,1313,1313,1013,0413,1313,0713,1113,1313,1111,1313,0313,1313,1113,1113,1313,1313,1113,1111,1313,1113,1113,1313,1113,1313,1313,0000,1313,0505,0909,1313,1313,0411,0000,0111,0000,1113,1111,0000,0707,1313
15209,0205,0808,0910,0610,0808,1010,0810,0606,0610,1010,1010,0606,0808,0000,0610,0606,0202,0202,0208,0000,1010,0202,0000,0609,0210,1010,1010,1010,1010,1010,0202,0000,0808,0207,0203,0808,0909,0810,0606,0810,1010,0910,0000,0101,0210,0808,0808,0202,0208,1010,0808,0208,0810,1010,0210,0210,1010,0810,0404,1010,1010,0606,0000,0000,0202,0208
15211,0101,0808,0813,0808,0408,0808,0808,0808,0808,0000,0808,0808,0813,0808,0808,0808,0808,0303,0000,0808,0000,0808,0808,0808,0808,0000,0708,0808,0808,0813,0808,0808,0808,0404,0808,0608,0808,0404,0808,0808,0000,0808,0808,0808,0404,0808,0000,1010,0808,0411,0808,0808,0209,0808,0808,0808,0508,0808,0808,0808,0408,0000,0808,0812,1010,0408
15212,1111,0716,1717,0808,0716,0917,1717,0709,0716,0000,0707,1313,1717,0707,0707,0000,0710,0707,0708,0711,0409,0000,0716,1717,0707,0707,0707,0909,0707,0707,0108,0707,0709,0909,0707,0606,0717,0709,0909,1313,0707,0718,0708,1314,0307,1515,1111,0707,0505,0209,0711,0709,0717,0711,0917,1217,0707,0707,0709,0717,0709,1010,1717,1717,1111,0709
15214,0108,0708,0708,0000,0708,0708,0708,0707,0808,0707,0707,0000,0106,0707,0808,0808,0708,0708,0708,0000,0808,0708,0707,0707,0000,0707,0708,0708,0810,0708,0407,0707,0808,0707,0708,0707,0808,0707,0607,0707,0707,0606,0808,0707,0707,0508,0707,0808,0808,0708,0303,0707,0707,0708,0707,0707,0709,0708,0708,0207,0707,0707,0000,0811,0708,0707
15215,0204,0202,0204,0202,0202,0204,0204,0204,0202,0202,0204,0202,0202,0202,0204,0202,0204,0202,0102,0202,0206,0204,0202,0203,0202,0202,0202,0202,0202,0204,0204,0204,0204,0202,0205,0404,0202,0202,0202,0204,0102,0206,0000,0202,0202,0202,0202,0206,0204,0202,0202,0202,0204,0204,0202,0202,0202,0202,0202,0404,0204,0204,0000,0204,0202,0202
15216,0909,0109,0000,0909,0000,0409,0915,0909,0909,0000,0909,0909,0909,0909,0909,0000,0912,0912,0909,0909,0909,0909,0000,0909,0909,0000,1111,0916,1313,0909,0909,0909,0909,0909,0000,0606,0915,0509,0909,0814,0909,0909,0909,0000,0909,0000,0909,0909,0309,0000,0910,0909,0202,0909,0909,0909,0909,0909,0909,0000,0909,0909,1212,0909,0707,1212
15217,0404,0404,0404,0404,0408,0404,0404,0104,0404,0404,0404,0808,0404,0404,0404,0404,0000,0404,0404,0404,0404,0404,0404,0000,0404,0404,0405,0404,0404,0404,0404,0404,0404,0404,0404,0304,0404,0404,0404,0101,0404,0404,0404,0000,0404,0404,0000,0404,0404,0404,0404,0204,0406,0407,0404,0404,0404,0404,0404,0404,0404,0404,0404,0304,0404,0404
15218,0606,0606,0606,0303,0606,0606,0000,0406,0606,0606,0613,0606,0606,0606,0606,0606,0606,1717,0606,0613,0606,0606,0606,0000,0606,0606,0612,0606,0606,0606,0615,0606,1313,0606,0606,0606,0606,0606,0608,0707,0606,0606,0606,0306,0606,0606,0206,0606,0606,0606,0613,0606,0606,0614,0606,0606,0606,0606,0606,0713,0606,0105,0606,0616,0910,0606
15219,0404,0404,0000,0707,0707,1313,1717,0000,0714,0709,0212,0000,0707,0707,0000,0709,0000,0707,0209,0414,0407,0000,1414,0202,1313,0716,0000,0707,0101,0411,0714,1717,0709,0707,0404,0818,0202,0202,0303,0000,0507,0717,0417,0709,0909,0707,0707,0607,0707,0709,0707,0202,0000,0717,0000,0717,0407,0000,0707,0000,0717,0202,0000,0407,0707,0202
15230,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0608,0606,0606,0808,0606,0306,0606,0606,0606,0606,0606,0608,0606,0000,0606,0609,0610,0606,0506,0608,0606,0606,0611,0404,0606,0611,0106,0606,0606,0606,0606,0606,0606,0111,0606,0606,0606,0606,0606,0608,0606,0606,0606,0606,0808,0606,0206,0606,0612,0606,0000,0607,0606,0606
15231,0305,0611,0000,0506,0305,0506,0505,0505,0511,0506,0505,0505,0505,0506,0505,0000,0505,0509,0506,0505,0505,0505,0000,0507,0000,0505,0205,0505,0505,0505,0505,0105,0505,0506,0510,0505,1010,0505,0505,0509,0508,0505,0505,0509,0505,0505,0505,0505,0505,0505,0505,0808,0405,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0810,0505,0505
15232,0606,0909,0207,0606,0607,0711,0407,0611,0606,0606,0606,0606,0607,0406,0606,0606,0606,0608,0606,0407,0000,0404,0000,0707,0000,0607,0406,0606,0606,0406,0707,0611,0606,0404,0206,1010,0101,0808,0808,0607,0406,0707,0606,0709,0606,0709,0611,0607,0606,0707,0611,0606,0405,0707,0000,0808,0606,0000,0606,0107,0306,0606,0506,0606,0505,0707
15234,0210,1010,1010,1010,0710,0210,0507,1010,1010,0000,1010,1013,0101,1010,1010,0101,0000,1010,1010,0110,1313,1010,1010,1010,1010,1010,1313,0410,1010,1010,1015,0310,1015,0102,1414,0510,1010,0613,1010,1010,1010,1014,1013,1010,0000,1011,1010,1010,0000,1010,1013,0710,1010,0317,0000,1013,1212,1010,0210,0110,1013,0202,0000,0000,0216,1014
15235,0303,0303,0303,0303,0103,0303,0303,0303,0103,0303,0303,0307,0103,0303,0303,0000,0303,0303,0307,0303,0303,0307,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0203,0303,0303,0307,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303,0000,0101,0304,0303,0306,0303,0307,0303,0303,0303,0303,0303,0303,0103,0305
15236,0707,0310,0707,0707,0310,0707,0000,1010,1010,0707,1010,0707,0307,0310,0000,0707,0710,0000,0710,0310,0307,0707,0303,0710,0710,0000,0607,0410,0307,0709,0303,0307,0707,0308,0303,0000,0303,0707,0311,0707,0310,0303,0307,1212,0310,1010,0707,0307,0000,1010,0307,0710,1010,0707,0310,0710,0710,0707,0710,1010,0707,1010,0000,0310,0000,0707
15238,0000,0308,0303,0808,0303,0303,0308,0808,0308,0000,0309,0309,0303,0303,0308,0308,0308,0308,0808,0000,0000,0303,0808,0303,0808,0303,0303,0809,0808,0303,0303,0810,0303,0303,0309,0000,0808,0303,0303,0808,0308,0303,0303,0808,0308,0308,0303,0000,0309,0303,0309,0000,0808,0808,0303,0000,0808,0308,0000,0308,0808,0303,0303,0809,0808,0308
15239,1111,2222,1111,0311,2228,0611,1111,0000,0000,1111,1919,0511,1111,0000,0303,1111,1111,1212,0000,0311,1121,1111,1111,2627,0000,1111,1111,1111,1111,1111,1111,0414,1111,1111,2020,1111,1111,1121,0218,0411,0808,2626,1114,1726,2323,0303,1111,1111,2525,1124,1327,1111,0112,0709,1111,1111,1111,1111,1124,0404,0311,0311,0000,1011,0000,1111
15245,1017,1010,1010,1010,1010,1010,0000,1010,1010,1010,0910,1010,1010,1010,1010,1010,1010,0110,1010,0000,1010,1015,1010,1010,1010,1010,0810,1024,1013,0505,1010,1010,1416,1010,1010,0710,1010,1022,1010,0610,1010,0417,1010,1010,1020,1111,1919,1023,1015,1010,1010,1010,1010,1010,1012,1010,1021,1014,1010,1010,0310,1010,0000,0210,1010,1018
15249,1219,0404,1414,0000,1414,1414,1414,1414,0614,1414,0225,1414,0614,1414,0614,0614,0000,1414,0614,0000,0222,0000,1424,0106,1314,0000,1414,0618,1214,0306,1212,0000,0914,0000,0318,0000,0000,0203,0616,1414,0206,1414,0106,0414,0606,1417,0314,0613,1414,1014,1420,0614,0414,0621,1214,1414,1414,1418,1414,0000,1214,0114,1818,0000,0814,2323
15254,0405,0610,0000,0808,0505,0505,0405,0000,0505,0505,0505,0505,0505,0505,0000,0808,0508,0909,0505,0505,0808,0000,0505,0505,0505,0000,0000,0505,0505,0505,0606,0000,0508,0505,0505,0405,0505,0808,0101,0505,0505,0000,0505,0507,0000,0505,0505,0303,0505,0505,0505,0505,0404,0505,0505,0505,0505,0509,0508,0505,0505,0205,0505,0405,0508,0505
15258,1414,1414,1314,1414,1114,1414,1414,0412,1114,0404,0412,0000,1114,1414,1414,1414,1114,1414,1414,0414,1414,0000,1414,1314,1422,1114,1414,0414,0414,0314,1314,0414,1414,1414,1414,0000,1422,0514,0000,1820,1014,1114,1214,0000,0414,2121,1414,0000,1414,1422,0000,0414,0614,0414,0419,1414,0414,0000,1414,1414,1314,0000,0000,0411,0000,1414
15260,0303,0303,1212,0000,0303,0000,0000,0312,0000,0312,0303,0103,0312,0303,0000,0312,1212,0212,0303,1212,0303,0000,0303,0303,0312,0303,0000,0000,0312,0514,0000,0303,0303,0303,1212,0312,1212,0412,1717,1717,1212,1212,0000,0303,0303,1213,1212,0312,0303,0303,1212,0312,0303,1212,0312,0712,0312,0000,0303,0808,1112,1212,1212,0303,0000,0303
15262,0404,0407,0304,0404,0808,0408,0404,0808,0404,0808,0000,0408,0303,0408,0404,0404,0808,0404,0000,0000,0408,0000,0408,0404,0808,0808,0104,0808,0404,0406,0408,0408,0000,0000,0408,0404,0808,0000,0304,0408,0408,0408,0408,0408,0404,0808,0404,0408,1111,0404,0412,0408,0404,0404,0408,0404,0404,0808,0404,0408,0405,0404,0000,0204,0404,0408
15267,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0203,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303
15269,0608,0609,0606,0606,0606,0000,0306,0310,0306,0306,0606,0606,0606,0606,0606,0606,0606,0606,0606,0404,0606,0000,0606,0303,0000,0106,0606,0606,0303,0305,0606,0606,0606,0612,0606,0306,0306,1111,0606,0406,0606,0606,0606,0306,0206,0606,0606,0306,0607,0606,0606,0306,0306,0306,0306,0606,0303,0606,0303,0303,0606,0606,0606,0306,0606,0606
15270,1013,1111,1011,0410,0910,1010,0304,1010,1010,1010,1013,0610,1011,0410,0310,0000,0303,1010,0000,1013,1111,1010,1313,1010,1010,0310,1013,1010,1010,1414,1010,1010,0210,1010,0410,1010,1010,0108,0510,0000,1010,1515,1010,0313,1010,1010,1010,0303,1010,1010,1010,0000,1012,1013,1010,1010,0404,0000,1010,0000,1013,1010,1010,1010,1011,1313
15273,0205,0808,0000,0606,0505,0205,0606,0205,0000,0202,0404,0204,0205,0206,0506,0202,0000,0000,0000,0404,0202,0202,0205,0808,0000,0202,0202,0508,0202,0505,0202,0202,0204,0205,0205,0404,0000,0405,0808,0205,0000,0205,0000,0205,0202,0204,0207,0208,0204,0204,0206,0202,0205,0406,0506,0202,0505,0205,0208,0606,0206,0202,0000,0606,0505,0607
15279,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202
15284,0404,0104,0000,0404,0404,0404,0404,0404,0404,0404,0404,0000,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0000,0404,0404,0404,0404,0405,0204,0404,0202,0104,0406,0404,0404,0303,0404,0104,0404,0404,0204,0404,0404,0404,0204,0404,0104,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0000,0404,0000,0404,0404,0404,0404
15288,0505,0305,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0000,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0105,0505,0205,0505,0505,0505,0507,0505,0505,0505,0505,0505,0505,0505,0505,0505,0000,0505,0505,0505,0505,0505,0405,0505,0505,0506,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505
15291,0202,0102,0202,0202,0102,0102,0202,0202,0202,0202,0202,0102,0202,0202,0202,0202,0102,0202,0202,0202,0102,0202,0102,0102,0102,0202,0202,0102,0202,0202,0202,0202,0202,0202,0202,0202,0203,0202,0202,0102,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0000,0202,0202,0202
15294,1212,1212,0000,1212,1212,1212,1212,1515,1212,1212,0412,1012,1212,1212,1212,1212,0212,1212,1212,1212,0707,0000,0000,0512,1212,1212,0304,0707,1212,1212,1112,1212,1212,1212,1212,1212,0712,1212,0812,1212,0312,0912,1212,1212,1212,0612,0112,1212,1212,1212,1212,0000,1213,1212,1212,0712,1212,1212,1212,0212,1212,0412,1212,1216,1212,1212
15296,1111,1115,1111,1111,1123,1111,1111,1111,0000,1111,1115,0000,0000,1111,1111,1111,1113,1120,0000,1111,1117,1113,0000,1111,1117,0911,1111,0111,1117,1111,1111,1123,0411,1622,2222,1117,0211,1111,0711,0311,1112,1113,0911,0611,1111,1111,1111,0000,1111,1111,1111,1111,1121,1115,0911,0811,1111,1111,1119,1122,1118,0000,1111,1111,1111,1111
15303,0707,1012,0000,1010,1414,1010,1010,1018,1818,0000,2323,1010,0000,1222,1111,1111,0000,1111,0000,0000,1020,0000,1010,1010,1010,1010,1010,1010,1010,1011,1024,2121,1010,1012,1010,1019,1717,0404,0610,1010,1010,1020,1015,1010,0808,0111,0313,1620,1010,0909,1010,1010,1011,2525,0212,1522,1010,1010,0000,1010,1010,1018,1010,1010,1010,0509
15308,0505,0505,0505,0000,0505,0506,0000,0000,0505,0105,0505,0505,0101,0505,0505,0505,0505,0303,0000,0505,0101,0505,0000,0000,0101,0000,0505,0205,0000,0505,0105,0505,0505,0000,0505,0000,0505,0505,0505,0505,0101,0505,0505,0105,0505,0000,0105,0405,0505,0505,0505,0105,0505,0105,0505,0505,0000,0105,0505,0505,0505,0505,0505,0000,0505,0000
15309,0808,0808,0000,0808,0808,0808,0000,0809,0408,0809,0808,0808,0808,0000,0408,0000,0808,0808,0809,0000,0508,0808,0808,0202,0808,0505,0808,0508,0808,0808,0808,0808,0808,0808,0808,0408,0808,0808,0606,0811,0808,0510,0511,0808,0508,0808,0808,0408,0808,0811,0808,0708,0108,0808,0808,0808,0808,0508,0808,0308,0808,0000,0000,0708,0808,0811
15311,0202,0204,0404,0202,0204,0202,0000,0404,0202,0202,0102,0202,0202,0202,0204,0202,0202,0202,0202,0404,0202,0202,0202,0203,0202,0204,0202,0202,0404,0202,0204,0202,0202,0202,0204,0204,0202,0204,0204,0202,0404,0202,0202,0202,0204,0202,0202,0000,0202,0202,0202,0203,0202,0204,0202,0202,0204,0404,0204,0202,0204,0202,0202,0202,0202,0202
15314,0808,0808,0808,0808,0808,0808,0808,0809,0813,0808,0808,0808,0000,0808,0809,0000,0000,0808,0808,0808,0708,0000,0000,0608,0208,0808,0508,0809,0810,0808,0808,0808,0204,0809,0808,0808,0809,0810,0809,0808,0808,0000,0808,0000,0808,0811,0808,0808,0808,0212,0108,0814,0808,0808,0808,0808,0308,0808,0808,0808,0808,0808,0808,0808,0808,0808
15323,0106,0606,0811,0610,0606,0404,0608,1010,0000,0000,0408,0405,0711,0000,0606,0410,0606,1010,0000,0000,0612,0606,0505,0610,0000,1010,0505,0808,0708,0608,0606,0909,0811,0606,1111,0811,0710,0406,0404,0610,0610,0000,0810,1011,0211,1010,0708,0406,0515,0510,1315,0606,0808,0306,0713,0814,0808,0606,0607,0404,0607,1212,0000,0606,0606,0506
15326,0606,0506,0506,0505,0606,0505,0607,0505,0404,0505,0507,0505,0505,0506,0606,0205,0506,0505,0405,0506,0000,0406,0506,0606,0506,0405,0606,0505,0505,0407,0606,0505,0505,0405,0406,0506,0505,0505,0407,0506,0406,0507,0506,0206,0405,0506,0404,0506,0105,0202,0505,0000,0406,0000,0606,0606,0000,0507,0506,0606,0505,0506,0000,0404,0405,0506
15327,0000,0000,0202,0607,0606,0206,0202,0202,0000,0000,0000,0606,0000,0000,0206,0206,0206,0106,0206,0000,0505,0000,0202,0205,0206,0202,0205,0506,0207,0505,0206,0000,0106,0202,0202,0206,0207,0102,0106,0606,0203,0205,0505,0505,0202,0506,0202,0202,0102,0606,0202,0202,0206,0202,0202,0205,0202,0205,0000,0606,0206,0204,0206,0506,0203,0206
15328,1717,0717,2525,0303,1717,1717,1717,0808,0000,1725,0000,1010,0817,0000,0115,0000,1717,1717,0000,0000,1717,1717,1725,1919,1010,0000,1414,2626,1717,0000,0410,1717,0606,1717,1717,1617,1313,1010,1718,1316,1717,1322,1919,1717,1717,1717,0303,1717,0101,1717,0212,1017,0000,0000,2121,2024,0811,1717,1725,1717,0514,0409,0000,1017,1717,1717
15329,0102,0101,0101,0105,0105,0103,0101,0101,0101,0105,0105,0105,0101,0101,0105,0000,0101,0101,0101,0104,0103,0101,0104,0105,0101,0103,0101,0104,0101,0305,0101,0101,0104,0101,0104,0101,0405,0505,0101,0101,0104,0101,0101,0101,0505,0101,0104,0105,0104,0104,0103,0000,0101,0104,0105,0103,0104,0105,0101,0101,0105,0505,0101,0105,0105,0105
15330,0707,0707,0207,0000,0207,0202,0707,0207,0307,0101,0202,0707,0000,0707,0207,0707,0202,0000,0202,0707,0202,0202,0202,0202,0202,0207,0207,0202,0202,0202,0102,0207,0207,0107,0207,0707,0207,0707,0202,0707,0105,0202,0207,0202,0202,0207,0202,0707,0707,0207,0202,0000,0202,0206,0707,0207,0102,0707,0207,0000,0707,0102,0202,0202,0708,0202
15341,0000,1515,0000,1516,0315,0000,1515,1215,0000,0412,0000,1212,1215,1515,1215,0415,0000,0419,1616,0412,1515,1215,0216,0000,1515,1515,1515,0815,1212,1516,1215,1216,1516,0316,0000,0415,1616,1515,0415,1516,1818,1517,1515,0715,1517,1516,1515,0409,1515,0616,0415,0000,1215,1515,0000,1220,1215,1515,1515,0515,1212,1515,0216,1515,0101,1515
15346,0505,0305,0707,0507,0507,0305,0305,0707,0505,0505,0507,0707,0707,0505,0307,0505,0507,0107,0507,0507,0707,0507,0507,0707,0507,0000,0305,0507,0507,0507,0307,0507,0507,0707,0707,0507,0505,0000,0707,0507,0305,0707,0507,0709,0507,0303,0505,0307,0507,0507,0305,0000,0508,0507,0507,0507,0307,0305,0505,0707,0406,0707,0105,0507,0507,0707
15347,0303,0000,1117,1117,1117,0000,0909,0511,0000,0511,1717,0911,0911,0517,1117,1117,0000,1113,1117,0911,0405,0511,1117,0610,0511,1117,1717,1117,0511,0909,0517,0411,1112,1117,0911,1111,0809,0000,1116,1117,0509,1315,0000,0000,0000,0509,1117,0511,0717,1111,1117,0000,1118,0511,1717,1117,0505,0911,0505,0211,1111,0509,1117,1111,0511,0511
